StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
63232104,9/1/2018,Actuals,Recurring,Product Green,Low Pot,540
63232104,9/1/2018,Actuals,Recurring,Support Blue,Low Pot,33
63232104,9/1/2018,Actuals,Recurring,Service Products,Low Pot,1122
63232104,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,4745
63232104,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2426
63232104,10/1/2018,Actuals,Recurring,Service Products,Low Pot,15493
63232104,10/1/2018,Actuals,Recurring,Product Green,Low Pot,569
63232104,10/1/2018,Actuals,Recurring,Support Blue,Low Pot,29
63232104,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,10/1/2018,Actuals,Recurring,Service Products,Low Pot,1406
63232104,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,5460
63232104,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2399
63232104,11/1/2018,Actuals,Recurring,Service Products,Low Pot,17401
63232104,11/1/2018,Actuals,Recurring,Product Green,Low Pot,611
63232104,11/1/2018,Actuals,Recurring,Support Blue,Low Pot,34
63232104,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2
63232104,11/1/2018,Actuals,Recurring,Service Products,Low Pot,1557
63232104,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,5950
63232104,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2676
63232104,12/1/2018,Actuals,Recurring,Service Products,Low Pot,29346
63232104,12/1/2018,Actuals,Recurring,Product Green,Low Pot,617
63232104,12/1/2018,Actuals,Recurring,Support Blue,Low Pot,35
63232104,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,12/1/2018,Actuals,Recurring,Service Products,Low Pot,1799
63232104,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,6426
63232104,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,1805
63232104,1/1/2019,Actuals,Recurring,Service Products,Low Pot,15428
63232104,1/1/2019,Actuals,Recurring,Product Green,Low Pot,112
63232104,1/1/2019,Actuals,Recurring,Support Blue,Low Pot,39
63232104,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,1/1/2019,Actuals,Recurring,Service Products,Low Pot,1083
63232104,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,2837
68484104,7/1/2017,Actuals,Recurring,Service Licenses,Low Pot,12040
68484104,7/1/2017,Actuals,Recurring,Service Products,Low Pot,12089
68484104,7/1/2017,Actuals,Recurring,Product Green,Low Pot,215
68484104,7/1/2017,Actuals,Recurring,Support Blue,Low Pot,21
68484104,7/1/2017,Actuals,Recurring,Service Products,Low Pot,1760
68484104,7/1/2017,Actuals,Recurring,Product Orange,Low Pot,3826
68484104,8/1/2017,Registration Fee,Not Recurring,Support Yellow,Low Pot,13570
68484104,8/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,4971
68484104,8/1/2017,Actuals,Recurring,Service Licenses,Low Pot,10920
68484104,8/1/2017,Actuals,Recurring,Service Products,Low Pot,12380
68484104,8/1/2017,Actuals,Recurring,Product Green,Low Pot,287
68484104,8/1/2017,Actuals,Recurring,Support Blue,Low Pot,21
68484104,8/1/2017,Actuals,Recurring,Service Products,Low Pot,2056
68484104,8/1/2017,Actuals,Recurring,Product Orange,Low Pot,3153
68484104,9/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,3981
68484104,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,8281
68484104,9/1/2017,Actuals,Recurring,Service Products,Low Pot,16943
68484104,9/1/2017,Actuals,Recurring,Product Green,Low Pot,425
68484104,9/1/2017,Actuals,Recurring,Support Blue,Low Pot,15
68484104,9/1/2017,Actuals,Recurring,Service Products,Low Pot,3650
68484104,9/1/2017,Actuals,Recurring,Product Orange,Low Pot,3067
68484104,10/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,3601
68484104,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,7590
68484104,10/1/2017,Actuals,Recurring,Service Products,Low Pot,24238
68484104,10/1/2017,Actuals,Recurring,Product Green,Low Pot,557
68484104,10/1/2017,Actuals,Recurring,Support Blue,Low Pot,22
68484104,10/1/2017,Actuals,Recurring,Service Products,Low Pot,4971
68484104,10/1/2017,Actuals,Recurring,Product Orange,Low Pot,3178
68484104,11/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,3716
68484104,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,4831
68484104,11/1/2017,Actuals,Recurring,Service Products,Low Pot,25825
68484104,11/1/2017,Actuals,Recurring,Product Green,Low Pot,832
68484104,11/1/2017,Actuals,Recurring,Support Blue,Low Pot,22
68484104,11/1/2017,Actuals,Recurring,Service Products,Low Pot,4655
68484104,11/1/2017,Actuals,Recurring,Product Orange,Low Pot,3390
68484104,12/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,4183
68484104,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,5177
68484104,12/1/2017,Actuals,Recurring,Service Products,Low Pot,28686
68484104,12/1/2017,Actuals,Recurring,Product Green,Low Pot,1286
68484104,12/1/2017,Actuals,Recurring,Support Blue,Low Pot,23
68484104,12/1/2017,Actuals,Recurring,Service Products,Low Pot,5215
68484104,12/1/2017,Actuals,Recurring,Product Orange,Low Pot,3593
68484104,1/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,3930
68484104,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,5250
68484104,1/1/2018,Actuals,Recurring,Service Products,Low Pot,31498
68484104,1/1/2018,Actuals,Recurring,Product Green,Low Pot,1782
68484104,1/1/2018,Actuals,Recurring,Support Blue,Low Pot,23
68484104,1/1/2018,Actuals,Recurring,Service Products,Low Pot,5321
68484104,1/1/2018,Actuals,Recurring,Product Orange,Low Pot,3743
68484104,2/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,5219
68484104,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,5909
68484104,2/1/2018,Actuals,Recurring,Service Products,Low Pot,28798
68484104,2/1/2018,Actuals,Recurring,Product Green,Low Pot,2570
68484104,2/1/2018,Actuals,Recurring,Support Blue,Low Pot,21
68484104,2/1/2018,Actuals,Recurring,Service Products,Low Pot,4881
68484104,2/1/2018,Actuals,Recurring,Product Orange,Low Pot,5104
68484104,3/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,4743
68484104,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,6788
68484104,3/1/2018,Actuals,Recurring,Service Products,Low Pot,30929
68484104,3/1/2018,Actuals,Recurring,Product Green,Low Pot,3000
68484104,3/1/2018,Actuals,Recurring,Support Blue,Low Pot,23
68484104,3/1/2018,Actuals,Recurring,Service Products,Low Pot,6038
68484104,3/1/2018,Actuals,Recurring,Product Orange,Low Pot,6782
68484104,4/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,5926
68484104,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8117
68484104,4/1/2018,Actuals,Recurring,Service Products,Low Pot,37423
68484104,4/1/2018,Actuals,Recurring,Product Green,Low Pot,3107
68484104,4/1/2018,Actuals,Recurring,Support Blue,Low Pot,18
68484104,4/1/2018,Actuals,Recurring,Service Products,Low Pot,6907
68484104,4/1/2018,Actuals,Recurring,Product Orange,Low Pot,14405
68484104,5/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,7193
68484104,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8297
68484104,5/1/2018,Actuals,Recurring,Service Products,Low Pot,37457
68484104,5/1/2018,Actuals,Recurring,Product Green,Low Pot,3254
68484104,5/1/2018,Actuals,Recurring,Support Blue,Low Pot,1
68484104,5/1/2018,Actuals,Recurring,Service Products,Low Pot,5579
68484104,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,12336
68484104,6/1/2018,Registration Fee,Not Recurring,Support Yellow,Low Pot,7118
68484104,6/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,15933
68484104,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8322
68484104,6/1/2018,Actuals,Recurring,Service Products,Low Pot,39817
68484104,6/1/2018,Actuals,Recurring,Product Green,Low Pot,4023
68484104,6/1/2018,Actuals,Recurring,Support Blue,Low Pot,1
68484104,6/1/2018,Actuals,Recurring,Service Products,Low Pot,5567
68484104,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,12647
68484104,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8584
68484104,7/1/2018,Actuals,Recurring,Service Products,Low Pot,45702
68484104,7/1/2018,Actuals,Recurring,Product Green,Low Pot,5138
68484104,7/1/2018,Actuals,Recurring,Support Blue,Low Pot,1
68484104,7/1/2018,Actuals,Recurring,Service Products,Low Pot,5956
68484104,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,13988
68484104,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8376
68484104,8/1/2018,Actuals,Recurring,Service Products,Low Pot,51178
68484104,8/1/2018,Actuals,Recurring,Product Green,Low Pot,5610
68484104,8/1/2018,Actuals,Recurring,Support Blue,Low Pot,1
68484104,8/1/2018,Actuals,Recurring,Service Products,Low Pot,6943
68484104,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,14804
68484104,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8371
68484104,9/1/2018,Actuals,Recurring,Service Products,Low Pot,59390
68484104,9/1/2018,Actuals,Recurring,Product Green,Low Pot,6235
68484104,9/1/2018,Actuals,Recurring,Support Blue,Low Pot,1
68484104,9/1/2018,Actuals,Recurring,Service Products,Low Pot,7913
68484104,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,15394
68484104,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8772
68484104,10/1/2018,Actuals,Recurring,Service Products,Low Pot,66961
68484104,10/1/2018,Actuals,Recurring,Product Green,Low Pot,6632
68484104,10/1/2018,Actuals,Recurring,Support Blue,Low Pot,1
68484104,10/1/2018,Actuals,Recurring,Service Products,Low Pot,9014
68484104,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,12186
68484104,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8541
68484104,11/1/2018,Actuals,Recurring,Service Products,Low Pot,67376
68484104,11/1/2018,Actuals,Recurring,Product Green,Low Pot,6689
68484104,11/1/2018,Actuals,Recurring,Support Blue,Low Pot,1
68484104,11/1/2018,Actuals,Recurring,Service Products,Low Pot,13733
68484104,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,13580
68484104,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,8946
68484104,12/1/2018,Actuals,Recurring,Service Products,Low Pot,68160
68484104,12/1/2018,Actuals,Recurring,Product Green,Low Pot,6743
68484104,12/1/2018,Actuals,Recurring,Support Blue,Low Pot,3
68484104,12/1/2018,Actuals,Recurring,Service Products,Low Pot,14388
68484104,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,16817
68484104,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,9072
68484104,1/1/2019,Actuals,Recurring,Service Products,Low Pot,71981
68484104,1/1/2019,Actuals,Recurring,Product Green,Low Pot,6747
68484104,1/1/2019,Actuals,Recurring,Support Blue,Low Pot,2
68484104,1/1/2019,Actuals,Recurring,Service Products,Low Pot,14293
68484104,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,17462
98888105,7/1/2017,Actuals,Recurring,Service Licenses,Low Pot,41
98888105,7/1/2017,Actuals,Recurring,Service Products,Low Pot,4617
98888105,8/1/2017,Actuals,Recurring,Service Licenses,Low Pot,29
98888105,8/1/2017,Actuals,Recurring,Service Products,Low Pot,5078
98888105,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,30
98888105,9/1/2017,Actuals,Recurring,Service Products,Low Pot,5404
98888105,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,29
98888105,10/1/2017,Actuals,Recurring,Service Products,Low Pot,5865
98888105,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,30
98888105,11/1/2017,Actuals,Recurring,Service Products,Low Pot,5897
98888105,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,28
98888105,12/1/2017,Actuals,Recurring,Service Products,Low Pot,6247
98888105,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,30
98888105,1/1/2018,Actuals,Recurring,Service Products,Low Pot,6342
98888105,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,30
98888105,2/1/2018,Actuals,Recurring,Service Products,Low Pot,6667
98888105,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,27
98888105,3/1/2018,Actuals,Recurring,Service Products,Low Pot,6765
98888105,4/1/2018,Actuals,Recurring,Service Licenses,Low Pot,59
98888105,4/1/2018,Actuals,Recurring,Service Products,Low Pot,6201
98888105,4/1/2018,Actuals,Recurring,Product Orange,Low Pot,6
98888105,5/1/2018,Actuals,Recurring,Service Licenses,Low Pot,173
98888105,5/1/2018,Actuals,Recurring,Service Products,Low Pot,6984
98888105,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,18
98888105,6/1/2018,Actuals,Recurring,Service Licenses,Low Pot,192
98888105,6/1/2018,Actuals,Recurring,Service Products,Low Pot,6949
98888105,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,18
98888105,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,210
98888105,7/1/2018,Actuals,Recurring,Service Products,Low Pot,6910
98888105,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,28
98888105,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,193
98888105,8/1/2018,Actuals,Recurring,Service Products,Low Pot,6955
98888105,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,5
98888105,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,119
98888105,9/1/2018,Actuals,Recurring,Service Products,Low Pot,6925
98888105,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,5
98888105,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,126
98888105,10/1/2018,Actuals,Recurring,Service Products,Low Pot,5701
98888105,10/1/2018,Actuals,Recurring,Service Products,Low Pot,13
98888105,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,32
98888105,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,113
98888105,11/1/2018,Actuals,Recurring,Service Products,Low Pot,5772
98888105,11/1/2018,Actuals,Recurring,Service Products,Low Pot,12
98888105,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,33
98888105,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,107
98888105,12/1/2018,Actuals,Recurring,Service Products,Low Pot,2663
98888105,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,5
98888105,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,103
98888105,1/1/2019,Actuals,Recurring,Service Products,Low Pot,3145
98888105,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,129
1515106,7/1/2017,Actuals,Recurring,Service Licenses,Low Pot,1520
1515106,7/1/2017,Actuals,Recurring,Service Products,Low Pot,1810
1515106,7/1/2017,Actuals,Recurring,Support Blue,Low Pot,15
1515106,7/1/2017,Actuals,Recurring,Service Products,Low Pot,991
1515106,7/1/2017,Actuals,Recurring,Product Orange,Low Pot,95
1515106,8/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,29436
1515106,8/1/2017,Actuals,Recurring,Service Licenses,Low Pot,1594
1515106,8/1/2017,Actuals,Recurring,Service Products,Low Pot,1779
1515106,8/1/2017,Actuals,Recurring,Support Blue,Low Pot,18
1515106,8/1/2017,Actuals,Recurring,Service Products,Low Pot,996
1515106,8/1/2017,Actuals,Recurring,Product Orange,Low Pot,102
1515106,9/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,29721
1515106,9/1/2017,Actuals,Recurring,Service Licenses,Low Pot,5100
1515106,9/1/2017,Actuals,Recurring,Service Products,Low Pot,1780
1515106,9/1/2017,Actuals,Recurring,Support Blue,Low Pot,21
1515106,9/1/2017,Actuals,Recurring,Service Products,Low Pot,575
1515106,9/1/2017,Actuals,Recurring,Product Orange,Low Pot,335
1515106,10/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,27467
1515106,10/1/2017,Actuals,Recurring,Service Licenses,Low Pot,10082
1515106,10/1/2017,Actuals,Recurring,Service Products,Low Pot,1997
1515106,10/1/2017,Actuals,Recurring,Support Blue,Low Pot,13
1515106,10/1/2017,Actuals,Recurring,Service Products,Low Pot,505
1515106,10/1/2017,Actuals,Recurring,Product Orange,Low Pot,626
1515106,11/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,29643
1515106,11/1/2017,Actuals,Recurring,Service Licenses,Low Pot,3003
1515106,11/1/2017,Actuals,Recurring,Service Products,Low Pot,1699
1515106,11/1/2017,Actuals,Recurring,Support Blue,Low Pot,4
1515106,11/1/2017,Actuals,Recurring,Service Products,Low Pot,454
1515106,11/1/2017,Actuals,Recurring,Product Orange,Low Pot,208
1515106,12/1/2017,Partner Fee,Not Recurring,Support Yellow,Low Pot,29927
1515106,12/1/2017,Actuals,Recurring,Service Licenses,Low Pot,3093
1515106,12/1/2017,Actuals,Recurring,Service Products,Low Pot,1387
1515106,12/1/2017,Actuals,Recurring,Support Blue,Low Pot,4
1515106,12/1/2017,Actuals,Recurring,Service Products,Low Pot,283
1515106,12/1/2017,Actuals,Recurring,Product Orange,Low Pot,225
1515106,1/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,29817
1515106,1/1/2018,Actuals,Recurring,Service Licenses,Low Pot,3104
1515106,1/1/2018,Actuals,Recurring,Service Products,Low Pot,1496
1515106,1/1/2018,Actuals,Recurring,Product Green,Low Pot,5
1515106,1/1/2018,Actuals,Recurring,Support Blue,Low Pot,19
1515106,1/1/2018,Actuals,Recurring,Service Products,Low Pot,325
1515106,1/1/2018,Actuals,Recurring,Product Orange,Low Pot,279
1515106,2/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,28384
1515106,2/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2784
1515106,2/1/2018,Actuals,Recurring,Service Products,Low Pot,1171
1515106,2/1/2018,Actuals,Recurring,Product Green,Low Pot,60
1515106,2/1/2018,Actuals,Recurring,Support Blue,Low Pot,27
1515106,2/1/2018,Actuals,Recurring,Service Products,Low Pot,260
1515106,2/1/2018,Actuals,Recurring,Product Orange,Low Pot,264
1515106,3/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,27663
1515106,3/1/2018,Actuals,Recurring,Service Licenses,Low Pot,3024
1515106,3/1/2018,Actuals,Recurring,Service Products,Low Pot,1234
1515106,3/1/2018,Actuals,Recurring,Product Green,Low Pot,61
1515106,3/1/2018,Actuals,Recurring,Support Blue,Low Pot,471
1515106,3/1/2018,Actuals,Recurring,Service Products,Low Pot,270
1515106,3/1/2018,Actuals,Recurring,Product Orange,Low Pot,333
1515106,4/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,30279
